"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","Stock.Exchange"
"IGLD","Internet Gold Golden Lines Ltd.","9.52","$182.81M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/igld","NASDAQ"
"IIJI","Internet Initiative Japan, Inc.","8.9896","$839.83M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/iiji","NASDAQ"
"IDXG","Interpace Diagnostics Group, Inc.","0.22","$3.68M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/idxg","NASDAQ"
"XENT","Intersect ENT, Inc.","18.65","$522.44M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent","NASDAQ"
"INTX","Intersections, Inc.","2.45","$49.51M","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx","NASDAQ"
"ISIL","Intersil Corporation","11.88","$1.57B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil","NASDAQ"
"IILG","Interval Leisure Group, Inc.","12.59","$723.81M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg","NASDAQ"
"IVAC","Intevac, Inc.","4.49","$98.1M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac","NASDAQ"
"INTL","INTL FCStone Inc.","27.13","$513.01M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl","NASDAQ"
"INTLL","INTL FCStone Inc.","25","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll","NASDAQ"
"ITCI","Intra-Cellular Therapies Inc.","42.56","$1.83B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci","NASDAQ"
"IIN","IntriCon Corporation","6.07","$36.28M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin","NASDAQ"
"INTU","Intuit Inc.","93.61","$24.71B","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu","NASDAQ"
"ISRG","Intuitive Surgical, Inc.","566.11","$21.15B","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg","NASDAQ"
"INVT","Inventergy Global, Inc.","1.7","$7.18M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt","NASDAQ"
"SNAK","Inventure Foods, Inc.","5.85","$114.71M","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak","NASDAQ"
"ISTR","Investar Holding Corporation","15.96","$115.94M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr","NASDAQ"
"ISBC","Investors Bancorp, Inc.","11.47","$3.88B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc","NASDAQ"
"ITIC","Investors Title Company","86.09","$168.15M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic","NASDAQ"
"NVIV","InVivo Therapeutics Holdings Corp.","4.45","$121.74M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv","NASDAQ"
"IVTY","Invuity, Inc.","8.85","$117.76M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ivty","NASDAQ"
"IONS","Ionis Pharmaceuticals, Inc.","45.47","$5.46B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ions","NASDAQ"
"IPAS","iPass Inc.","0.9499","$61.29M","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas","NASDAQ"
"IPGP","IPG Photonics Corporation","81.49","$4.3B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp","NASDAQ"
"IRMD","iRadimed Corporation","20.89","$231.24M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd","NASDAQ"
"IRIX","IRIDEX Corporation","9.04","$89.91M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix","NASDAQ"
"IRDM","Iridium Communications Inc","6.72","$638.06M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm","NASDAQ"
"IRDMB","Iridium Communications Inc","266","$133M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb","NASDAQ"
"IRBT","iRobot Corporation","32.19","$935.75M","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt","NASDAQ"
"IRWD","Ironwood Pharmaceuticals, Inc.","9.87","$1.41B","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd","NASDAQ"
"IRCP","IRSA Propiedades Comerciales S.A.","32.31","$1.02B","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/ircp","NASDAQ"
"COMT","iShares Commodities Select Strategy ETF","25.58","$204.64M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt","NASDAQ"
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","34.49","$55.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu","NASDAQ"
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","25.99","$823.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl","NASDAQ"
"GNMA","iShares GNMA Bond ETF","50.34","$60.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma","NASDAQ"
"ACWX","iShares MSCI ACWI ex US Index Fund","36.54","$1.63B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx","NASDAQ"
"ACWI","iShares MSCI ACWI Index Fund","51.82","$5.63B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi","NASDAQ"
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","48.61","$2.75B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj","NASDAQ"
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","46.12","$126.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema","NASDAQ"
"EEML","iShares MSCI Emerging Markets Latin America Index Fund","21.6256","$6.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml","NASDAQ"
"EUFN","iShares MSCI Europe Financials Sector Index Fund","18.01","$348.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn","NASDAQ"
"IEUS","iShares MSCI Europe Small-Cap ETF","41.37","$47.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus","NASDAQ"
"QAT","iShares MSCI Qatar Capped ETF","16.31","$35.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat","NASDAQ"
"UAE","iShares MSCI UAE Capped ETF","13.96","$23.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae","NASDAQ"
"IBB","iShares Nasdaq Biotechnology Index Fund","288.02","$7.19B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb","NASDAQ"
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","80.91","$368.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx","NASDAQ"
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","24.67","$48.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif","NASDAQ"
"ICLN","iShares S&P Global Clean Energy Index Fund","8.37","$64.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln","NASDAQ"
"WOOD","iShares S&P Global Timber & Forestry Index Fund","42.08","$227.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood","NASDAQ"
"INDY","iShares S&P India Nifty 50 Index Fund","25.22","$799.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy","NASDAQ"
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","77.55","$143.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg","NASDAQ"
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","89.77","$417.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov","NASDAQ"
"ISLE","Isle of Capri Casinos, Inc.","12.51","$509.52M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/isle","NASDAQ"
"ISRL","Isramco, Inc.","79.8","$216.87M","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl","NASDAQ"
"ITRI","Itron, Inc.","30.96","$1.17B","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/itri","NASDAQ"
"ITRN","Ituran Location and Control Ltd.","17.23","$404.48M","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn","NASDAQ"
"ITUS","ITUS Corporation","2.7201","$23.73M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/itus","NASDAQ"
"XXIA","Ixia","9.8","$784.83M","2000","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/xxia","NASDAQ"
"IXYS","IXYS Corporation","11.61","$365.25M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ixys","NASDAQ"
"JJSF","J & J Snack Foods Corp.","107.47","$2.01B","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf","NASDAQ"
"MAYS","J. W. Mays, Inc.","54.9118","$110.69M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays","NASDAQ"
"JBHT","J.B. Hunt Transport Services, Inc.","68.22","$7.82B","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/jbht","NASDAQ"
"JCOM","j2 Global, Inc.","73.11","$3.55B","1999","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcom","NASDAQ"
"JASO","JA Solar Holdings, Co., Ltd.","9.01","$454.65M","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/jaso","NASDAQ"
"JKHY","Jack Henry & Associates, Inc.","78.32","$6.26B","1985","Technology","EDP Services","http://www.nasdaq.com/symbol/jkhy","NASDAQ"
"JACK","Jack In The Box Inc.","77.76","$2.78B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jack","NASDAQ"
"JXSB","Jacksonville Bancorp Inc.","25.5001","$45.65M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb","NASDAQ"
"JAXB","Jacksonville Bancorp, Inc.","16.26","$94.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb","NASDAQ"
"JAGX","Jaguar Animal Health, Inc.","2.77","$22.51M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jagx","NASDAQ"
"JAKK","JAKKS Pacific, Inc.","7.34","$164.22M","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk","NASDAQ"
"JMBA","Jamba, Inc.","12.94","$194.65M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba","NASDAQ"
"JRVR","James River Group Holdings, Ltd.","33.25","$956.59M","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/jrvr","NASDAQ"
"ERW","Janus Equal Risk Weighted Large Cap ETF","48.75","$26.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/erw","NASDAQ"
"JASN","Jason Industries, Inc.","3.34","$74.11M","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn","NASDAQ"
"JASNW","Jason Industries, Inc.","0.098","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw","NASDAQ"
"JAZZ","Jazz Pharmaceuticals plc","132.82","$8.17B","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jazz","NASDAQ"
"JD","JD.com, Inc.","27.27","$37.31B","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jd","NASDAQ"
"JBLU","JetBlue Airways Corporation","21.51","$6.78B","2002","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/jblu","NASDAQ"
"JTPY","JetPay Corporation","2.65","$36.82M","2011","Finance","Business Services","http://www.nasdaq.com/symbol/jtpy","NASDAQ"
"JCTCF","Jewett-Cameron Trading Company","9.73","$24.1M","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf","NASDAQ"
"DATE","Jiayuan.com International Ltd.","7.25","$241.33M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/date","NASDAQ"
"JST","Jinpan International Limited","4.22","$69.29M","1998","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/jst","NASDAQ"
"JIVE","Jive Software, Inc.","3.49","$264.86M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/jive","NASDAQ"
"WYIG","JM Global Holding Company","9.47","$62.15M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyig","NASDAQ"
"WYIGU","JM Global Holding Company","9.62","$63.13M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigu","NASDAQ"
"WYIGW","JM Global Holding Company","0.12","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/wyigw","NASDAQ"
"JOEZ","Joe&#39;s Jeans Inc.","0.212","$14.83M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/joez","NASDAQ"
"JBSS","John B. Sanfilippo & Son, Inc.","50.99","$568.23M","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss","NASDAQ"
"JOUT","Johnson Outdoors Inc.","20.74","$207.05M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout","NASDAQ"
"JNP","Juniper Pharmaceuticals, Inc.","7.54","$81.44M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnp","NASDAQ"
"JUNO","Juno Therapeutics, Inc.","32.24","$3.24B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/juno","NASDAQ"
"KTWO","K2M Group Holdings, Inc.","14.15","$583.39M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ktwo","NASDAQ"
"KALU","Kaiser Aluminum Corporation","75.06","$1.33B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/kalu","NASDAQ"
"KMDA","Kamada Ltd.","3.7099","$135M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmda","NASDAQ"
"KNDI","Kandi Technologies Group, Inc.","8.42","$395.44M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi","NASDAQ"
"KPTI","Karyopharm Therapeutics Inc.","7","$250.13M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kpti","NASDAQ"
"KBSF","KBS Fashion Group Limited","0.47","$11.95M","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf","NASDAQ"
"KCAP","KCAP Financial, Inc.","3.23","$119.84M","2006","n/a","n/a","http://www.nasdaq.com/symbol/kcap","NASDAQ"
"KRNY","Kearny Financial","11.67","$1.09B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/krny","NASDAQ"
"KELYA","Kelly Services, Inc.","15.92","$604.67M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelya","NASDAQ"
"KELYB","Kelly Services, Inc.","16","$607.71M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/kelyb","NASDAQ"
"KMPH","KemPharm, Inc.","15.78","$228M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kmph","NASDAQ"
"KFFB","Kentucky First Federal Bancorp","9.31","$78.57M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb","NASDAQ"
"KERX","Keryx Biopharmaceuticals, Inc.","3.44","$361.86M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx","NASDAQ"
"GMCR","Keurig Green Mountain, Inc.","89.15","$13.28B","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr","NASDAQ"
"KEQU","Kewaunee Scientific Corporation","16.62","$44.6M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ","NASDAQ"
"KTEC","Key Technology, Inc.","7.49","$46.9M","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec","NASDAQ"
"KTCC","Key Tronic Corporation","6.63","$71.01M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc","NASDAQ"
"KFRC","Kforce, Inc.","22.55","$652.16M","1995","Technology","Professional Services","http://www.nasdaq.com/symbol/kfrc","NASDAQ"
"KE","Kimball Electronics, Inc.","9.61","$282.07M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/ke","NASDAQ"
"KBAL","Kimball International, Inc.","10.15","$379.77M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal","NASDAQ"
"KIN","Kindred Biosciences, Inc.","3.4","$67.35M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kin","NASDAQ"
"KGJI","Kingold Jewelry Inc.","0.6899","$45.51M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji","NASDAQ"
"KINS","Kingstone Companies, Inc","7.79","$57.14M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins","NASDAQ"
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","3.19","$4.48M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone","NASDAQ"
"KIRK","Kirkland&#39;s, Inc.","12.16","$207.02M","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/kirk","NASDAQ"
"KITE","Kite Pharma, Inc.","50.98","$2.25B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/kite","NASDAQ"
"KTOV","Kitov Pharamceuticals Holdings Ltd.","2.52","$9.59M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktov","NASDAQ"
"KTOVW","Kitov Pharamceuticals Holdings Ltd.","0.5121","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktovw","NASDAQ"
"KLAC","KLA-Tencor Corporation","65.09","$10.15B","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac","NASDAQ"
"KLXI","KLX Inc.","28.04","$1.48B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi","NASDAQ"
"KONA","Kona Grill, Inc.","16.71","$188.46M","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona","NASDAQ"
"KZ","KongZhong Corporation","7.08","$333.13M","n/a","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/kz","NASDAQ"
"KOPN","Kopin Corporation","1.95","$129.61M","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn","NASDAQ"
"KRNT","Kornit Digital Ltd.","11.27","$335.47M","2015","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt","NASDAQ"
"KOSS","Koss Corporation","1.65","$12.18M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss","NASDAQ"
"KWEB","KraneShares CSI China Internet ETF","33.95","$115.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb","NASDAQ"
"KTOS","Kratos Defense & Security Solutions, Inc.","3.26","$192.63M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos","NASDAQ"
"KUTV","Ku6 Media Co., Ltd.","0.76","$36.26M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv","NASDAQ"
"KLIC","Kulicke and Soffa Industries, Inc.","10.09","$713.31M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic","NASDAQ"
"KURA","Kura Oncology, Inc.","5.2","$111.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kura","NASDAQ"
"KVHI","KVH Industries, Inc.","8.48","$136.66M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi","NASDAQ"
"FSTR","L.B. Foster Company","10.39","$107.23M","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr","NASDAQ"
"LJPC","La Jolla Pharmaceutical Company","17.13","$312.48M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc","NASDAQ"
