"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","Stock.Exchange"
"NSA","National Storage Affiliates Trust","16.74","$385.3M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nsa","NYSE"
"NSM","Nationstar Mortgage Holdings Inc.","10.65","$1.17B","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nsm","NYSE"
"NW^C","Natl Westminster Pfd","25.69","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/nw^c","NYSE"
"NGS","Natural Gas Services Group, Inc.","17.96","$228.92M","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs","NYSE"
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","21.36","$480.56M","2012","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/ngvc","NYSE"
"NRP","Natural Resource Partners LP","1.17","$143.09M","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp","NYSE"
"NTZ","Natuzzi, S.p.A.","1.44","$78.99M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/ntz","NYSE"
"NLS","Nautilus Group, Inc. (The)","19.86","$615.31M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls","NYSE"
"NCI","Navigant Consulting, Inc.","15.65","$744.64M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/nci","NYSE"
"NVGS","Navigator Holdings Ltd.","12.01","$664.92M","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nvgs","NYSE"
"NNA","Navios Maritime Acquisition Corporation","2.32","$349.7M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nna","NYSE"
"NM","Navios Maritime Holdings Inc.","1.1","$118.94M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nm","NYSE"
"NM^G","Navios Maritime Holdings Inc.","5.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^g","NYSE"
"NM^H","Navios Maritime Holdings Inc.","4.73","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nm^h","NYSE"
"NAP","Navios Maritime Midstream Partners LP","9.82","$199.13M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nap","NYSE"
"NMM","Navios Maritime Partners LP","2.11","$175.3M","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nmm","NYSE"
"NAV","Navistar International Corporation","7.18","$585.49M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav","NYSE"
"NAV^D","Navistar International Corporation","2.23","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/nav^d","NYSE"
"NCS","NCI Building Systems, Inc.","10.05","$743.9M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ncs","NYSE"
"NCR","NCR Corporation","20.53","$3.49B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ncr","NYSE"
"NP","Neenah Paper, Inc.","58.43","$978.41M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/np","NYSE"
"NEFF","Neff Corporation","5.52","$140.46M","2014","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/neff","NYSE"
"NNI","Nelnet, Inc.","30.78","$1.38B","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nni","NYSE"
"NPTN","NeoPhotonics Corporation","8.65","$350.53M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/nptn","NYSE"
"N","Netsuite Inc","71.68","$5.7B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n","NYSE"
"NSR","Neustar, Inc.","21.68","$1.15B","2005","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/nsr","NYSE"
"NVRO","Nevro Corp.","68.69","$1.92B","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nvro","NYSE"
"HYB","New America High Income Fund, Inc. (The)","7.23","$168.11M","1988","n/a","n/a","http://www.nasdaq.com/symbol/hyb","NYSE"
"GF","New Germany Fund, Inc. (The)","12.9615","$207.75M","1990","n/a","n/a","http://www.nasdaq.com/symbol/gf","NYSE"
"NWHM","New Home Company Inc. (The)","10.15","$167.64M","2014","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nwhm","NYSE"
"IRL","New Ireland Fund, Inc. (The)","13.01","$65.51M","1990","n/a","n/a","http://www.nasdaq.com/symbol/irl","NYSE"
"NEWM","New Media Investment Group Inc.","17.19","$768.57M","2014","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/newm","NYSE"
"NMFC","New Mountain Finance Corporation","11.81","$755.9M","2011","n/a","n/a","http://www.nasdaq.com/symbol/nmfc","NYSE"
"EDU","New Oriental Education & Technology Group, Inc.","29.59","$4.67B","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edu","NYSE"
"NEWR","New Relic, Inc.","29.47","$1.43B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/newr","NYSE"
"NRZ","New Residential Investment Corp.","10.6","$2.44B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrz","NYSE"
"SNR","New Senior Investment Group Inc.","9.17","$793.52M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/snr","NYSE"
"NWY","New York & Company, Inc.","2.2","$141.96M","2004","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/nwy","NYSE"
"NYCB","New York Community Bancorp, Inc.","14.86","$7.21B","n/a","Finance","Banks","http://www.nasdaq.com/symbol/nycb","NYSE"
"NYCB^U","New York Community Bancorp, Inc.","49.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nycb^u","NYSE"
"NYRT","New York REIT, Inc.","10.41","$1.69B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nyrt","NYSE"
"NYT","New York Times Company (The)","12.75","$2.06B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/nyt","NYSE"
"NCT","Newcastle Investment Corporation","3.52","$234.03M","2002","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nct","NYSE"
"NCT^B","Newcastle Investment Corporation","18.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^b","NYSE"
"NCT^C","Newcastle Investment Corporation","15.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^c","NYSE"
"NCT^D","Newcastle Investment Corporation","16.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nct^d","NYSE"
"NWL","Newell Rubbermaid Inc.","36.97","$9.87B","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/nwl","NYSE"
"NFX","Newfield Exploration Company","26","$4.25B","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nfx","NYSE"
"NJR","NewJersey Resources Corporation","34.61","$2.97B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/njr","NYSE"
"NEU","NewMarket Corporation","366.21","$4.39B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/neu","NYSE"
"NEM","Newmont Mining Corporation","16.68","$8.83B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nem","NYSE"
"NR","Newpark Resources, Inc.","4.45","$374.47M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nr","NYSE"
"NHF","NexPoint Credit Stategies Fund","18.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhf","NYSE"
"NXRT","NexPoint Residential Trust, Inc.","11.91","$253.61M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nxrt","NYSE"
"NEP","NextEra Energy Partners, LP","25.83","$766.34M","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nep","NYSE"
"NEE","NextEra Energy, Inc.","106.6","$49.09B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee","NYSE"
"NEE^C","NextEra Energy, Inc.","26.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^c","NYSE"
"NEE^G","NextEra Energy, Inc.","25.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^g","NYSE"
"NEE^H","NextEra Energy, Inc.","25.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^h","NYSE"
"NEE^I","NextEra Energy, Inc.","24.89","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^i","NYSE"
"NEE^J","NextEra Energy, Inc.","24.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^j","NYSE"
"NEE^P","NextEra Energy, Inc.","55.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^p","NYSE"
"NEE^Q","NextEra Energy, Inc.","53.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nee^q","NYSE"
"NGL","NGL ENERGY PARTNERS LP","12.21","$1.31B","2011","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ngl","NYSE"
"NMK^B","Niagara Mohawk Holdings, Inc.","88.86","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^b","NYSE"
"NMK^C","Niagara Mohawk Holdings, Inc.","93.93","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nmk^c","NYSE"
"NJ","Nidec Corporation (Nihon Densan Kabushiki Kaisha)","16.95","$20.21B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/nj","NYSE"
"NLSN","Nielsen N.V.","45.31","$16.5B","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/nlsn","NYSE"
"NKE","Nike, Inc.","60.88","$103.69B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/nke","NYSE"
"NMBL","Nimble Storage, Inc.","6.5","$525.2M","2013","Technology","Electronic Components","http://www.nasdaq.com/symbol/nmbl","NYSE"
"NTT","Nippon Telegraph and Telephone Corporation","39.59","$83.07B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntt","NYSE"
"NKA","Niska Gas Storage Partners LLC","3.49","$132.58M","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/nka","NYSE"
"NI","NiSource, Inc","20.28","$6.46B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ni","NYSE"
"NL","NL Industries, Inc.","2.22","$108.1M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/nl","NYSE"
"NOAH","Noah Holdings Ltd.","24.07","$1.35B","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/noah","NYSE"
"NE","Noble Corporation","7.3","$1.77B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ne","NYSE"
"NBL","Noble Energy Inc.","29.03","$12.44B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbl","NYSE"
"NOK","Nokia Corporation","7.26","$26.71B","1994","n/a","n/a","http://www.nasdaq.com/symbol/nok","NYSE"
"NOMD","Nomad Foods Limited","9.07","$1.62B","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/nomd","NYSE"
"NMR","Nomura Holdings Inc ADR","5.13","$18.45B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/nmr","NYSE"
"NORD","Nord Anglia Education, Inc.","17.5","$1.82B","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nord","NYSE"
"NAO","Nordic American Offshore Ltd","4.09","$93.79M","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/nao","NYSE"
"NAT","Nordic American Tankers Limited","13.86","$1.24B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/nat","NYSE"
"JWN","Nordstrom, Inc.","48.02","$8.83B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/jwn","NYSE"
"NSC","Norfolk Souther Corporation","68.59","$20.48B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/nsc","NYSE"
"NTL","Nortel Inversora SA","14.51","$1.97B","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ntl","NYSE"
"NOA","North American Energy Partners, Inc.","1.51","$50.06M","2006","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/noa","NYSE"
"NADL","North Atlantic Drilling Ltd.","1.83","$4.41M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nadl","NYSE"
"NRT","North European Oil Royality Trust","7.03","$64.61M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nrt","NYSE"
"NTI","Northern Tier Energy LP","25.32","$2.35B","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/nti","NYSE"
"NOC","Northrop Grumman Corporation","184.11","$33.58B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/noc","NYSE"
"NSAM","NorthStar Asset Management Group, Inc.","11.4","$2.26B","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/nsam","NYSE"
"NRE","NorthStar Realty Europe Corp.","9.28","$584.69M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nre","NYSE"
"NRF","Northstar Realty Finance Corp.","12.26","$2.32B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/nrf","NYSE"
"NRF^A","Northstar Realty Finance Corp.","20.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^a","NYSE"
"NRF^B","Northstar Realty Finance Corp.","19.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^b","NYSE"
"NRF^C","Northstar Realty Finance Corp.","20.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^c","NYSE"
"NRF^D","Northstar Realty Finance Corp.","19.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^d","NYSE"
"NRF^E","Northstar Realty Finance Corp.","19.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nrf^e","NYSE"
"NWN","Northwest Natural Gas Company","50.59","$1.38B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/nwn","NYSE"
"NWE","NorthWestern Corporation","53.56","$2.58B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/nwe","NYSE"
"NVS","Novartis AG","82.24","$197.04B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvs","NYSE"
"NVO","Novo Nordisk A/S","54.74","$145.06B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nvo","NYSE"
"DNOW","NOW Inc.","12.98","$1.39B","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/dnow","NYSE"
"NQ","NQ Mobile Inc.","3.52","$305.08M","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nq","NYSE"
"NRG","NRG Energy, Inc.","9.93","$3.12B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nrg","NYSE"
"NYLD","NRG Yield, Inc.","12.85","$2.35B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nyld","NYSE"
"NYLD.A","NRG Yield, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nyld.a","NYSE"
"DCM","NTT DOCOMO, Inc","20.03","$77.75B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dcm","NYSE"
"NUS","Nu Skin Enterprises, Inc.","31.78","$1.82B","1996","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/nus","NYSE"
"NUE","Nucor Corporation","35.36","$11.3B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/nue","NYSE"
"NS","Nustar Energy L.P.","31.05","$2.42B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/ns","NYSE"
"NSH","Nustar GP Holdings, LLC","14.85","$637.27M","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nsh","NYSE"
"NSS","NuStar Logistics, L.P.","18.44","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nss","NYSE"
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","4.83","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/jmlp","NYSE"
"NEA","Nuveen AMT-Free Municipal Income Fund","13.84","$1.09B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nea","NYSE"
"NUV","Nuveen AMT-Free Municipal Value Fund","10.2","$2.1B","1987","n/a","n/a","http://www.nasdaq.com/symbol/nuv","NYSE"
"NUW","Nuveen AMT-Free Municipal Value Fund","17.49","$233.2M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nuw","NYSE"
"NAZ","Nuveen Arizona Premium Income Municipal Fund","15.416","$178.3M","1992","n/a","n/a","http://www.nasdaq.com/symbol/naz","NYSE"
"NBB","Nuveen Build America Bond Fund","20.7401","$548.82M","2010","n/a","n/a","http://www.nasdaq.com/symbol/nbb","NYSE"
"NBD","Nuveen Build America Bond Opportunity Fund","20.58","$148.28M","2010","n/a","n/a","http://www.nasdaq.com/symbol/nbd","NYSE"
"NKX","Nuveen California AMT-Free Municipal Income Fund","15.47","$738.05M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkx","NYSE"
"NAC","Nuveen California Dividend Advantage Municipal Fund","15.55","$365.87M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nac","NYSE"
"NCA","Nuveen California Municipal Value Fund, Inc.","10.81","$273.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nca","NYSE"
"NTC","Nuveen Connecticut Premium Income Municipal Fund","12.6","$185.08M","1993","n/a","n/a","http://www.nasdaq.com/symbol/ntc","NYSE"
"JCE","Nuveen Core Equity Alpha Fund","12.96","$207.64M","2007","n/a","n/a","http://www.nasdaq.com/symbol/jce","NYSE"
"JQC","Nuveen Credit Strategies Income Fund","7.39","$1.01B","2003","n/a","n/a","http://www.nasdaq.com/symbol/jqc","NYSE"
"JDD","Nuveen Diversified Dividend and Income Fund","10","$199.39M","2003","n/a","n/a","http://www.nasdaq.com/symbol/jdd","NYSE"
"NAD","Nuveen Dividend Advantage Municipal Fund","14.52","$570.58M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nad","NYSE"
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","12.88","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/diax","NYSE"
"JMF","Nuveen Energy MLP Total Return Fund","7.53","$297.03M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jmf","NYSE"
"NEV","Nuveen Enhanced Municipal Value Fund","15.7","$331.18M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nev","NYSE"
"JPW","Nuveen Flexible Investment Income Fund","13.78","$51.06M","2013","n/a","n/a","http://www.nasdaq.com/symbol/jpw","NYSE"
"JFR","Nuveen Floating Rate Income Fund","9.46","$473.83M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jfr","NYSE"
"JRO","Nuveen Floating Rate Income Opportuntiy Fund","9.18","$302.75M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jro","NYSE"
"NKG","Nuveen Georgia Dividend Advantage Municipal Fund 2","13.73","$144.83M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nkg","NYSE"
"JGV","Nuveen Global Equity Income Fund ","9.86","$187.73M","2006","n/a","n/a","http://www.nasdaq.com/symbol/jgv","NYSE"
"JGH","Nuveen Global High Income Fund","12.47","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/jgh","NYSE"
"JHA","Nuveen High Income 2020 Target Term Fund","10","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/jha","NYSE"
"JHY","Nuveen High Income 2020 Target Term Fund","9.55","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/jhy","NYSE"
"NXC","Nuveen Insured California Select Tax-Free Income Portfolio","15.31","$96.13M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxc","NYSE"
"NXN","Nuveen Insured New York Select Tax-Free Income Portfolio","13.48","$52.9M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxn","NYSE"
"NID","Nuveen Intermediate Duration Municipal Term Fund","12.87","$603.73M","2012","n/a","n/a","http://www.nasdaq.com/symbol/nid","NYSE"
"NQM","Nuveen Investment Quality Municipal Fund, Inc.","15.62","$561.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nqm","NYSE"
"NMY","Nuveen Maryland Premium Income Municipal Fund","12.71","$306.37M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nmy","NYSE"
"NMT","Nuveen Massachusetts Premium Income Municipal Fund","13.86","$129.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nmt","NYSE"
"NUM","Nuveen Michigan Quality Income Municipal Fund","13.6101","$283.48M","1991","n/a","n/a","http://www.nasdaq.com/symbol/num","NYSE"
"NMS","Nuveen Minnesota Municipal Income Fund","14.5801","$60.46M","2014","n/a","n/a","http://www.nasdaq.com/symbol/nms","NYSE"
"JLS","Nuveen Mortgage Opportunity Term Fund","22.83","$362.73M","2009","n/a","n/a","http://www.nasdaq.com/symbol/jls","NYSE"
"JMM","Nuveen Multi-Market Income Fund","6.84","$64.73M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmm","NYSE"
"NMA","Nuveen Municipal Advantage Fund, Inc.","13.87","$606.08M","1989","n/a","n/a","http://www.nasdaq.com/symbol/nma","NYSE"
"NMI","Nuveen Municipal Income Fund, Inc.","11.92","$98.64M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nmi","NYSE"
"NMO","Nuveen Municipal Market Opportunity Fund, Inc.","13.81","$633.52M","1990","n/a","n/a","http://www.nasdaq.com/symbol/nmo","NYSE"
"NIO","Nuveen Municipal Opportunity Fund, Inc.","14.45","$1.38B","1991","n/a","n/a","http://www.nasdaq.com/symbol/nio","NYSE"
"NXJ","Nuveen New Jersey Dividend Advantage Municipal Fund","13.64","$581.39M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj","NYSE"
"NRK","Nuveen New York AMT-Free Municipal Income Fund","12.95","$1.13B","2002","n/a","n/a","http://www.nasdaq.com/symbol/nrk","NYSE"
"NAN","Nuveen New York Dividend Advantage Municipal Fund","14","$129.71M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nan","NYSE"
"NNY","Nuveen New York Municipal Value Fund, Inc.","9.86","$149.71M","1988","n/a","n/a","http://www.nasdaq.com/symbol/nny","NYSE"
"NNC","Nuveen North Carolina Premium Income Municipal Fund","13.26","$219.43M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nnc","NYSE"
"NUO","Nuveen Ohio Quality Income Municipal Fund","15.23","$282.09M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nuo","NYSE"
"NQP","Nuveen Pennsylvania Investment Quality Municipal Fund, Inc.","13.95","$224.72M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqp","NYSE"
"NPP","Nuveen Performance Plus Municipal Fund, Inc.","15.05","$903.38M","1989","n/a","n/a","http://www.nasdaq.com/symbol/npp","NYSE"
"JPI","Nuveen Preferred and Income Term Fund","23.47","$533.8M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jpi","NYSE"
"JPC","Nuveen Preferred Income Opportunites Fund","9.33","$904.92M","2003","n/a","n/a","http://www.nasdaq.com/symbol/jpc","NYSE"
"NPF","Nuveen Premier Municipal Income Fund, Inc.","13.82","$274.86M","1991","n/a","n/a","http://www.nasdaq.com/symbol/npf","NYSE"
"NPM","Nuveen Premium Income Municipal Fund II, Inc.","14.4","$1.02B","1992","n/a","n/a","http://www.nasdaq.com/symbol/npm","NYSE"
"NPT","Nuveen Premium Income Municipal Fund IV, Inc.","13.52","$585.94M","1993","n/a","n/a","http://www.nasdaq.com/symbol/npt","NYSE"
"NPI","Nuveen Premium Income Municipal Fund, Inc.","14.1","$903.25M","1988","n/a","n/a","http://www.nasdaq.com/symbol/npi","NYSE"
"NQU","Nuveen Quality Income Municipal Fund, Inc.","14.24","$774.36M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqu","NYSE"
"NQI","Nuveen Quality Municipal Fund, Inc.","13.67","$525.77M","1990","n/a","n/a","http://www.nasdaq.com/symbol/nqi","NYSE"
"JTP","Nuveen Quality Preferred Income Fund","8.18","$528.95M","2002","n/a","n/a","http://www.nasdaq.com/symbol/jtp","NYSE"
"JPS","Nuveen Quality Preferred Income Fund 2","8.96","$1.08B","2002","n/a","n/a","http://www.nasdaq.com/symbol/jps","NYSE"
"JHP","Nuveen Quality Preferred Income Fund 3","8.54","$202.49M","2002","n/a","n/a","http://www.nasdaq.com/symbol/jhp","NYSE"
"JRI","Nuveen Real Asset Income and Growth Fund","13.42","$131.25M","2012","n/a","n/a","http://www.nasdaq.com/symbol/jri","NYSE"
"BXMX","Nuveen S&P 500 Buy-Write Income Fund","11.9","$457.73M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxmx","NYSE"
"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund","12.04","$195.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spxx","NYSE"
"NIM","Nuveen Select Maturities Municipal Fund","10.17","$126.51M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nim","NYSE"
"NQS","Nuveen Select Quality Municipal Fund, Inc.","14.1","$496.63M","1991","n/a","n/a","http://www.nasdaq.com/symbol/nqs","NYSE"
"NXP","Nuveen Select Tax Free Income Portfolio","14.22","$235.63M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxp","NYSE"
"NXQ","Nuveen Select Tax Free Income Portfolio II","13.76","$243.74M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxq","NYSE"
"NXR","Nuveen Select Tax Free Income Portfolio III","14.56","$189.94M","1992","n/a","n/a","http://www.nasdaq.com/symbol/nxr","NYSE"
"NSL","Nuveen Senior Income Fund","5.43","$185.16M","1999","n/a","n/a","http://www.nasdaq.com/symbol/nsl","NYSE"
"JSD","Nuveen Short Duration Credit Opportunities Fund","14.12","$141.27M","2011","n/a","n/a","http://www.nasdaq.com/symbol/jsd","NYSE"
"JTD","Nuveen Tax-Advantaged Dividend Growth Fund","12.71","$184.1M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jtd","NYSE"
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","10.46","$144.72M","2004","n/a","n/a","http://www.nasdaq.com/symbol/jta","NYSE"
"NTX","Nuveen Texas Quality Income Municipal Fund","14.18","$138.66M","1991","n/a","n/a","http://www.nasdaq.com/symbol/ntx","NYSE"
"NPV","Nuveen Virginia Premium Income Municipal Fund","13.98","$250.66M","1993","n/a","n/a","http://www.nasdaq.com/symbol/npv","NYSE"
"NIQ","Nuveenn Intermediate Duration Quality Municipal Term Fund","13.11","$171.7M","2013","n/a","n/a","http://www.nasdaq.com/symbol/niq","NYSE"
"JMT","Nuven Mortgage Opportunity Term Fund 2","22.06","$107.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jmt","NYSE"
"NVR","NVR, Inc.","1544.51","$6.04B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/nvr","NYSE"
"OAK","Oaktree Capital Group, LLC","42.59","$6.56B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/oak","NYSE"
